game_id,turn_number,difficulty,gs_collection_fill_ratio,gs_board_tile_count,gs_accessible_tile_count,gs_accessible_symbols,move_tile_symbol,move_tile_layer,move_heuristic_score,move_is_best_heuristic,move_unblocks_potential,move_outcome,llm_classification,llm_quality_score,llm_strategy_score,llm_risk_score,llm_efficiency_score,llm_combo_potential_score
1,13,easy,0.42857142857142855,23,14,"[""\ud83c\udf4c"", ""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf47""]",🍍,0,80,False,0,unknown,Inaccuracy,6,5,3,4,2
1,14,easy,0.5714285714285714,22,13,"[""\ud83c\udf4c"", ""\ud83c\udf4d"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf47""]",🍉,0,68,False,0,unknown,Inaccuracy,7,6,4,8,5
1,15,easy,0.7142857142857143,21,12,"[""\ud83c\udf4c"", ""\ud83c\udf4d"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4a""]",🍍,0,100,True,0,unknown,Good,8,7,2,9,6
1,16,easy,0.42857142857142855,20,11,"[""\ud83c\udf4c"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf47""]",🍊,0,64,False,0,unknown,Inaccuracy,7,6,3,5,4
1,17,easy,0.5714285714285714,19,10,"[""\ud83c\udf4c"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf47""]",🍉,0,80,False,0,unknown,Inaccuracy,7,6,3,5,4
1,18,easy,0.7142857142857143,18,9,"[""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4c"", ""\ud83c\udf49"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf53""]",🍌,0,100,False,0,unknown,Inaccuracy,7,6,3,5,4
1,19,easy,0.42857142857142855,17,8,"[""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf47""]",🍊,0,80,False,0,unknown,Inaccuracy,7,6,4,5,3
1,20,easy,0.5714285714285714,16,7,"[""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4a"", ""\ud83c\udf49"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf47""]",🍉,1,109,True,4,unknown,Good,9,8,2,9,7
1,21,easy,0.2857142857142857,15,10,"[""\ud83c\udf4a"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf49"", ""\ud83c\udf4c""]",🍇,0,66,False,0,unknown,Inaccuracy,7,6,4,5,3
1,22,easy,0.42857142857142855,14,9,"[""\ud83c\udf4a"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf49"", ""\ud83c\udf4c""]",🍉,1,63,False,0,unknown,Inaccuracy,7,6,4,5,3
1,23,easy,0.5714285714285714,13,8,"[""\ud83c\udf4a"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c""]",🍊,1,105,True,2,unknown,Good,8,9,2,7,6
1,24,easy,0.2857142857142857,12,9,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c""]",🍇,0,80,False,0,unknown,Inaccuracy,7,6,4,5,3
1,25,easy,0.42857142857142855,11,8,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c""]",🍇,1,109,True,4,unknown,Good,8,9,2,9,7
1,26,easy,0.14285714285714285,10,11,"[""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf53""]",🍉,0,80,True,0,unknown,Good,8,7,2,9,5
1,27,easy,0.2857142857142857,9,10,"[""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf53""]",🍉,0,100,True,0,unknown,Good,9,8,2,9,7
1,28,easy,0.0,8,9,"[""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf53""]",🍇,0,64,True,0,unknown,Good,9,8,2,9,7
1,29,easy,0.14285714285714285,7,8,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf53""]",🍇,0,80,True,0,unknown,Genius/Excellent,9,8,2,9,7
1,30,easy,0.2857142857142857,6,7,"[""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf53""]",🍇,0,100,True,0,unknown,Genius/Excellent,9,8,2,9,7
1,31,easy,0.0,5,6,"[""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf53""]",🍓,0,64,True,0,unknown,Genius/Excellent,9,8,2,9,7
1,32,easy,0.14285714285714285,4,5,"[""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c""]",🍓,0,80,True,0,unknown,Genius/Excellent,9,8,2,9,7
1,33,easy,0.2857142857142857,3,4,"[""\ud83c\udf53"", ""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c""]",🍓,0,100,True,0,unknown,Good,9,8,2,10,7
1,34,easy,0.0,2,3,"[""\ud83c\udf4c"", ""\ud83c\udf4c"", ""\ud83c\udf4c""]",🍌,0,64,True,0,unknown,Genius/Excellent,9,8,2,10,7
1,35,easy,0.14285714285714285,1,2,"[""\ud83c\udf4c"", ""\ud83c\udf4c""]",🍌,0,80,True,0,unknown,Genius/Excellent,9,8,2,10,7
1,36,easy,0.2857142857142857,0,1,"[""\ud83c\udf4c""]",🍌,0,100,True,0,immediate_loss,Blunder/Stupid,2,1,10,1,0
2,1,medium,0.0,47,12,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf4c"", ""\ud83c\udf49"", ""\ud83c\udf4c"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4d"", ""\ud83c\udf4a"", ""\ud83c\udf53"", ""\ud83c\udf52""]",🍌,2,64,False,0,unknown,Inaccuracy,7,6,4,8,5
2,2,medium,0.14285714285714285,46,11,"[""\ud83c\udf4c"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4d"", ""\ud83c\udf4a"", ""\ud83c\udf53""]",🍉,1,64,False,1,unknown,Inaccuracy,7,6,3,5,4
2,3,medium,0.2857142857142857,45,11,"[""\ud83c\udf4c"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4d"", ""\ud83c\udf4a"", ""\ud83c\udf53""]",🍇,0,66,False,0,unknown,Inaccuracy,7,6,4,5,3
2,4,medium,0.42857142857142855,44,10,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf4c"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4d"", ""\ud83c\udf4a"", ""\ud83c\udf53""]",🍉,1,72,False,1,unknown,Inaccuracy,7,6,4,5,3
2,5,medium,0.5714285714285714,43,10,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf4c"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83e\udd5d"", ""\ud83c\udf52"", ""\ud83c\udf4d"", ""\ud83c\udf4a""]",🍇,2,82,False,0,unknown,Inaccuracy,7,6,4,5,3
2,6,medium,0.7142857142857143,42,9,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf4c"", ""\ud83e\udd5d"", ""\ud83c\udf53"", ""\ud83c\udf52"", ""\ud83c\udf4d"", ""\ud83c\udf4a"", ""\ud83c\udf53""]",🍇,2,102,False,0,unknown,Inaccuracy,7,6,4,6,3
2,7,medium,0.42857142857142855,41,8,"[""\ud83c\udf4c"", ""\ud83c\udf53"", ""\ud83c\udf53"", ""\ud83c\udf47"", ""\ud83e\udd5d"", ""\ud83c\udf52"", ""\ud83c\udf4d"", ""\ud83c\udf4a""]",🍓,2,65,False,1,unknown,Inaccuracy,7,6,4,5,3
2,8,medium,0.5714285714285714,40,8,"[""\ud83c\udf4c"", ""\ud83c\udf53"", ""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83c\udf47"", ""\ud83e\udd5d"", ""\ud83c\udf4a"", ""\ud83c\udf52""]",🍌,2,74,True,2,unknown,Good,8,9,2,9,7
2,9,medium,0.7142857142857143,39,9,"[""\ud83c\udf4c"", ""\ud83c\udf53"", ""\ud83c\udf47"", ""\ud83e\udd5d"", ""\ud83c\udf4d"", ""\ud83c\udf4a"", ""\ud83c\udf52"", ""\ud83c\udf4d"", ""\ud83c\udf4d""]",🍌,1,101,True,0,unknown,Good,8,7,2,9,5
2,10,medium,0.42857142857142855,38,8,"[""\ud83c\udf53"", ""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4a"", ""\ud83c\udf52""]",🍓,0,70,True,0,unknown,Good,8,9,3,9,7
2,11,medium,0.5714285714285714,37,7,"[""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4a"", ""\ud83c\udf52""]",🍍,1,65,False,0,unknown,Inaccuracy,7,6,4,5,3
2,12,medium,0.7142857142857143,36,6,"[""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4a"", ""\ud83c\udf52""]",🍍,1,82,False,1,unknown,Inaccuracy,7,6,4,5,3
2,13,medium,0.8571428571428571,35,6,"[""\ud83c\udf4d"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4a"", ""\ud83c\udf52"", ""\ud83c\udf4a""]",🍍,2,104,True,1,unknown,Good,9,8,2,9,7
2,14,medium,0.5714285714285714,34,6,"[""\ud83c\udf4a"", ""\ud83c\udf52"", ""\ud83c\udf52"", ""\ud83c\udf4a"", ""\ud83e\udd5d"", ""\ud83c\udf47""]",🍒,1,64,False,1,unknown,Inaccuracy,7,6,4,5,3
2,15,medium,0.7142857142857143,33,6,"[""\ud83c\udf53"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4a"", ""\ud83c\udf4a""]",🍒,2,83,False,1,unknown,Inaccuracy,7,6,4,5,3
2,16,medium,0.8571428571428571,32,6,"[""\ud83c\udf53"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4a"", ""\ud83c\udf4c"", ""\ud83c\udf4a""]",🍓,0,100,True,0,unknown,Good,9,8,2,9,7
2,17,medium,0.5714285714285714,31,5,"[""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4c""]",🍊,0,62,False,0,unknown,Inaccuracy,7,6,4,5,3
2,18,medium,0.7142857142857143,30,4,"[""\ud83c\udf4a"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83c\udf4c""]",🍌,1,35,False,2,unknown,Inaccuracy,7,6,4,5,3
2,19,medium,0.8571428571428571,29,5,"[""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83e\udd5d"", ""\ud83c\udf47"", ""\ud83e\udd5d""]",🍊,2,85,True,3,immediate_loss,Mistake,7,6,9,8,5
3,1,hard,0.0,59,15,"[""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83c\udf51"", ""\ud83c\udf49"", ""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf47"", ""\ud83c\udf51"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf4d"", ""\ud83c\udf52""]",🍊,2,66,True,0,unknown,Good,9,8,2,9,7
3,2,hard,0.14285714285714285,58,14,"[""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf49"", ""\ud83c\udf51"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf47"", ""\ud83c\udf51"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf4d"", ""\ud83c\udf52""]",🍑,2,64,False,0,unknown,Inaccuracy,7,6,4,5,3
3,3,hard,0.2857142857142857,57,13,"[""\ud83c\udf4a"", ""\ud83c\udf4a"", ""\ud83c\udf51"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf47"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf4d""]",🍊,2,82,True,0,unknown,Genius/Excellent,9,8,2,9,7
3,4,hard,0.42857142857142855,56,12,"[""\ud83c\udf4a"", ""\ud83c\udf51"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf47"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf4d""]",🥭,2,64,False,0,unknown,Inaccuracy,7,6,4,5,3
3,5,hard,0.5714285714285714,55,11,"[""\ud83c\udf4a"", ""\ud83c\udf51"", ""\ud83e\udd6d"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf4d""]",🍑,2,73,False,1,unknown,Good,7,6,4,8,5
3,6,hard,0.7142857142857143,54,11,"[""\ud83c\udf4a"", ""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4c"", ""\ud83c\udf47"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4d"", ""\ud83c\udf47""]",🥭,1,81,False,0,unknown,Inaccuracy,7,6,4,5,3
3,7,hard,0.8571428571428571,53,10,"[""\ud83e\udd6d"", ""\ud83c\udf4a"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4c"", ""\ud83c\udf47"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4d"", ""\ud83c\udf47""]",🍊,2,102,True,0,unknown,Genius/Excellent,9,8,2,9,7
3,8,hard,0.5714285714285714,52,9,"[""\ud83e\udd6d"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf4c"", ""\ud83c\udf52"", ""\ud83e\udd5d"", ""\ud83c\udf4d""]",🍇,2,66,False,2,unknown,Inaccuracy,7,6,4,5,3
3,9,hard,0.7142857142857143,51,10,"[""\ud83e\udd6d"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf52"", ""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83c\udf4a""]",🥭,2,102,True,0,unknown,Good,9,8,2,9,7
3,10,hard,0.42857142857142855,50,9,"[""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83c\udf4d"", ""\ud83c\udf4d"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf52"", ""\ud83c\udf4a""]",🍍,2,64,False,0,unknown,Inaccuracy,7,6,4,6,3
3,11,hard,0.5714285714285714,49,8,"[""\ud83c\udf47"", ""\ud83c\udf4d"", ""\ud83c\udf49"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf52"", ""\ud83c\udf4c"", ""\ud83c\udf4a""]",🍇,2,73,True,1,unknown,Good,8,9,2,9,7
3,12,hard,0.7142857142857143,48,8,"[""\ud83c\udf4d"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf4a"", ""\ud83e\udd5d""]",🍍,1,82,True,1,unknown,Good,9,8,2,9,7
3,13,hard,0.8571428571428571,47,8,"[""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83c\udf4a"", ""\ud83e\udd5d"", ""\ud83c\udf52""]",🍊,1,33,False,1,immediate_loss,Blunder/Stupid,2,2,8,1,0
4,1,hell,0.0,71,17,"[""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83e\udd6d"", ""\ud83c\udf52"", ""\ud83c\udf52"", ""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf47"", ""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83c\udf53"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83e\udd51""]",🥭,1,65,False,0,unknown,Good,7,6,4,8,5
4,2,hell,0.14285714285714285,70,16,"[""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf52"", ""\ud83c\udf52"", ""\ud83c\udf47"", ""\ud83c\udf53"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83c\udf53"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83e\udd51""]",🍓,4,67,False,1,unknown,Good,7,6,4,8,5
4,3,hell,0.2857142857142857,69,16,"[""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf53"", ""\ud83c\udf52"", ""\ud83c\udf52"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83e\udd51""]",🥭,1,81,False,0,unknown,Inaccuracy,7,6,4,5,3
4,4,hell,0.42857142857142855,68,15,"[""\ud83e\udd6d"", ""\ud83e\udd6d"", ""\ud83c\udf53"", ""\ud83c\udf52"", ""\ud83c\udf52"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83e\udd51""]",🥭,4,106,True,1,unknown,Good,9,8,2,9,7
4,5,hell,0.14285714285714285,67,15,"[""\ud83c\udf53"", ""\ud83c\udf52"", ""\ud83c\udf52"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf47"", ""\ud83c\udf49"", ""\ud83c\udf52"", ""\ud83c\udf49"", ""\ud83e\udd5d"", ""\ud83c\udf4c"", ""\ud83e\udd6d"", ""\ud83c\udf4a"", ""\ud83e\udd51""]",🍊,2,44,False,0,unknown,Inaccuracy,7,6,3,5,4
